date,symbol,transaction_type,qty,entry_price,initial_sl,entry_time,exit_price,sl_hit,pnl,sl_hit_time,sl_type
2022-02-14,NIFTY17FEB2217100CE,SELL,150,153.65,184.38,2022-02-14 09:15:00,140.8,Yes,1927.5,2022-02-14 09:17:00,
2022-02-14,NIFTY17FEB2217100PE,SELL,150,105.0,126.0,2022-02-14 09:15:00,242.95,Yes,-20692.5,2022-02-14 09:17:00,
2022-02-14,NIFTY17FEB2216700CE,SELL,150,443.65,532.38,2022-02-14 09:15:00,405.6,Yes,5707.5,2022-02-14 09:17:00,
2022-02-14,NIFTY17FEB2216700PE,SELL,150,50.05,60.059999999999995,2022-02-14 09:15:00,109.65,Yes,-8940.0,2022-02-14 09:17:00,Trailing
2022-02-14,DAILY_TOTAL,,900,1101.3,1321.56,,1322.05,,-33112.5,,Trailing
2022-02-10,NIFTY10FEB2217500CE,SELL,150,54.0,64.8,2022-02-10 09:15:00,105.2,Yes,-7680.0,2022-02-10 15:29:00,Trailing
2022-02-10,NIFTY10FEB2217500PE,SELL,150,50.0,60.0,2022-02-10 09:15:00,0.05,Yes,7492.5,2022-02-10 15:29:00,Trailing
2022-02-10,NIFTY10FEB2217700CE,SELL,150,2.5,3.0,2022-02-10 09:15:00,0.05,Yes,367.5,2022-02-10 15:29:00,Trailing
2022-02-10,NIFTY10FEB2217700PE,SELL,150,191.65,229.98,2022-02-10 09:15:00,94.4,Yes,14587.5,2022-02-10 15:29:00,Trailing
2022-02-10,NIFTY10FEB2217300CE,SELL,150,210.1,252.11999999999998,2022-02-10 09:15:00,305.95,Yes,-14377.5,2022-02-10 15:29:00,Trailing
2022-02-10,NIFTY10FEB2217300PE,SELL,150,7.75,9.299999999999999,2022-02-10 09:15:00,0.05,Yes,1155.0,2022-02-10 15:29:00,Trailing
2022-02-10,DAILY_TOTAL,,900,516.0,619.2,,505.7,,1545.0,,Trailing
2022-02-11,NIFTY17FEB2217450CE,SELL,150,124.1,148.92,2022-02-11 09:15:00,99.6,Yes,3675.0,2022-02-11 15:25:00,Trailing
2022-02-11,NIFTY17FEB2217450PE,SELL,150,143.9,172.68,2022-02-11 09:15:00,204.4,Yes,-9075.0,2022-02-11 15:25:00,Trailing
2022-02-11,NIFTY17FEB2217650CE,SELL,150,88.0,105.6,2022-02-11 09:15:00,37.35,Yes,7597.5,2022-02-11 15:25:00,Trailing
2022-02-11,NIFTY17FEB2217650PE,SELL,150,264.0,316.8,2022-02-11 09:15:00,344.6,Yes,-12090.0,2022-02-11 15:25:00,Trailing
2022-02-11,NIFTY17FEB2217250CE,SELL,150,279.0,334.8,2022-02-11 09:15:00,205.55,Yes,11017.5,2022-02-11 15:25:00,Trailing
2022-02-11,NIFTY17FEB2217250PE,SELL,150,75.0,90.0,2022-02-11 09:15:00,109.4,Yes,-5160.0,2022-02-11 15:25:00,Trailing
2022-02-11,DAILY_TOTAL,,900,974.0,1168.8,,1000.9,,-4035.0,,Trailing
2022-02-17,NIFTY17FEB2217450CE,SELL,150,30.0,36.0,2022-02-17 09:15:00,11.35,Yes,2797.5,2022-02-17 10:24:00,
2022-02-17,NIFTY17FEB2217450PE,SELL,150,100.65,120.78,2022-02-17 09:15:00,187.5,Yes,-13027.5,2022-02-17 10:24:00,
2022-02-17,NIFTY17FEB2217650CE,SELL,150,2.3,2.76,2022-02-17 09:15:00,1.65,Yes,97.5,2022-02-17 10:24:00,
2022-02-17,NIFTY17FEB2217650PE,SELL,150,267.95,321.53999999999996,2022-02-17 09:15:00,410.2,Yes,-21337.5,2022-02-17 10:24:00,
2022-02-17,NIFTY17FEB2217250CE,SELL,150,172.0,206.4,2022-02-17 09:15:00,81.75,Yes,13537.5,2022-02-17 10:24:00,
2022-02-17,NIFTY17FEB2217250PE,SELL,150,45.9,55.08,2022-02-17 09:15:00,57.8,Yes,-1785.0,2022-02-17 10:24:00,Trailing
2022-02-17,DAILY_TOTAL,,900,618.8,742.56,,750.25,,-19717.5,,Trailing
2022-02-16,NIFTY17FEB2217400CE,SELL,150,122.5,147.0,2022-02-16 09:15:00,37.0,Yes,12825.0,2022-02-16 15:29:00,Trailing
2022-02-16,NIFTY17FEB2217400PE,SELL,150,124.0,148.79999999999998,2022-02-16 09:15:00,135.3,Yes,-1695.0,2022-02-16 15:29:00,Trailing
2022-02-16,NIFTY17FEB2217600CE,SELL,150,37.8,45.35999999999999,2022-02-16 09:15:00,5.0,Yes,4920.0,2022-02-16 15:29:00,Trailing
2022-02-16,NIFTY17FEB2217600PE,SELL,150,240.5,288.59999999999997,2022-02-16 09:15:00,308.4,Yes,-10185.0,2022-02-16 15:29:00,Trailing
2022-02-16,NIFTY17FEB2217200CE,SELL,150,225.1,270.12,2022-02-16 09:15:00,148.25,Yes,11527.5,2022-02-16 15:29:00,Trailing
2022-02-16,NIFTY17FEB2217200PE,SELL,150,48.0,57.599999999999994,2022-02-16 09:15:00,47.0,Yes,150.0,2022-02-16 15:29:00,Trailing
2022-02-16,DAILY_TOTAL,,900,797.9,957.48,,680.95,,17542.5,,Trailing
2022-02-15,NIFTY17FEB2216950CE,SELL,150,114.15,136.98,2022-02-15 09:15:00,395.0,Yes,-42127.5,2022-02-15 14:12:00,
2022-02-15,NIFTY17FEB2216950PE,SELL,150,173.6,208.32,2022-02-15 09:15:00,41.9,Yes,19755.0,2022-02-15 14:12:00,
2022-02-15,NIFTY17FEB2217150CE,SELL,150,45.05,54.059999999999995,2022-02-15 09:15:00,238.5,Yes,-29017.5,2022-02-15 14:12:00,
2022-02-15,NIFTY17FEB2217150PE,SELL,150,374.7,449.64,2022-02-15 09:15:00,85.55,Yes,43372.5,2022-02-15 14:12:00,
2022-02-15,NIFTY17FEB2216750CE,SELL,150,254.15,304.98,2022-02-15 09:15:00,562.95,Yes,-46320.0,2022-02-15 14:12:00,
2022-02-15,NIFTY17FEB2216750PE,SELL,150,144.65,173.58,2022-02-15 09:15:00,20.6,Yes,18607.5,2022-02-15 14:12:00,Trailing
2022-02-15,DAILY_TOTAL,,900,1106.3,1327.56,,1344.5,,-35730.0,,Trailing
2022-02-21,NIFTY24FEB2217150CE,SELL,150,223.75,268.5,2022-02-21 09:15:00,187.3,Yes,5467.5,2022-02-21 14:49:00,Trailing
2022-02-21,NIFTY24FEB2217150PE,SELL,150,248.0,297.59999999999997,2022-02-21 09:15:00,127.8,Yes,18030.0,2022-02-21 14:49:00,Trailing
2022-02-21,NIFTY24FEB2217350CE,SELL,150,133.65,160.38,2022-02-21 09:15:00,86.5,Yes,7072.5,2022-02-21 14:49:00,Trailing
2022-02-21,NIFTY24FEB2217350PE,SELL,150,259.35,311.22,2022-02-21 09:15:00,227.0,Yes,4852.5,2022-02-21 14:49:00,Trailing
2022-02-21,NIFTY24FEB2216950CE,SELL,150,344.85,413.82,2022-02-21 09:15:00,319.7,Yes,3772.5,2022-02-21 14:49:00,Trailing
2022-02-21,NIFTY24FEB2216950PE,SELL,150,113.35,136.01999999999998,2022-02-21 09:15:00,69.0,Yes,6652.5,2022-02-21 14:49:00,Trailing
2022-02-21,DAILY_TOTAL,,900,1322.95,1587.54,,1017.3,,45847.5,,Trailing
2022-02-18,NIFTY24FEB2217250CE,SELL,150,248.0,297.59999999999997,2022-02-18 09:15:00,206.1,Yes,6285.0,2022-02-18 14:51:00,Trailing
2022-02-18,NIFTY24FEB2217250PE,SELL,150,265.0,318.0,2022-02-18 09:15:00,192.25,Yes,10912.5,2022-02-18 14:51:00,Trailing
2022-02-18,NIFTY24FEB2217450CE,SELL,150,105.0,126.0,2022-02-18 09:15:00,108.7,Yes,-555.0,2022-02-18 14:51:00,Trailing
2022-02-18,NIFTY24FEB2217450PE,SELL,150,315.35,378.42,2022-02-18 09:15:00,296.55,Yes,2820.0,2022-02-18 14:51:00,Trailing
2022-02-18,NIFTY24FEB2217050CE,SELL,150,337.15,404.58,2022-02-18 09:15:00,336.1,Yes,157.5,2022-02-18 14:51:00,Trailing
2022-02-18,NIFTY24FEB2217050PE,SELL,150,142.65,171.18,2022-02-18 09:15:00,124.0,Yes,2797.5,2022-02-18 14:51:00,Trailing
2022-02-18,DAILY_TOTAL,,900,1413.15,1695.78,,1263.7,,22417.5,,Trailing
2022-02-22,NIFTY24FEB2216900CE,SELL,150,144.95,173.93999999999997,2022-02-22 09:15:00,239.0,Yes,-14107.5,2022-02-22 15:29:00,Trailing
2022-02-22,NIFTY24FEB2216900PE,SELL,150,197.0,236.39999999999998,2022-02-22 09:15:00,73.0,Yes,18600.0,2022-02-22 15:29:00,Trailing
2022-02-22,NIFTY24FEB2217100CE,SELL,150,83.35,100.02,2022-02-22 09:15:00,115.35,Yes,-4800.0,2022-02-22 15:29:00,Trailing
2022-02-22,NIFTY24FEB2217100PE,SELL,150,180.0,216.0,2022-02-22 09:15:00,147.0,Yes,4950.0,2022-02-22 15:29:00,Trailing
2022-02-22,NIFTY24FEB2216700CE,SELL,150,499.6,599.52,2022-02-22 09:15:00,404.3,Yes,14295.0,2022-02-22 15:29:00,Trailing
2022-02-22,NIFTY24FEB2216700PE,SELL,150,82.15,98.58,2022-02-22 09:15:00,38.8,Yes,6502.5,2022-02-22 15:29:00,Trailing
2022-02-22,DAILY_TOTAL,,900,1187.05,1424.46,,1017.45,,25440.0,,Trailing
2022-02-23,NIFTY24FEB2217150CE,SELL,150,149.95,179.93999999999997,2022-02-23 09:15:00,47.15,Yes,15420.0,2022-02-23 15:29:00,Trailing
2022-02-23,NIFTY24FEB2217150PE,SELL,150,148.0,177.6,2022-02-23 09:15:00,128.0,Yes,3000.0,2022-02-23 15:29:00,Trailing
2022-02-23,NIFTY24FEB2217350CE,SELL,150,43.35,52.02,2022-02-23 09:15:00,7.6,Yes,5362.5,2022-02-23 15:29:00,Trailing
2022-02-23,NIFTY24FEB2217350PE,SELL,150,204.55,245.46,2022-02-23 09:15:00,287.45,Yes,-12435.0,2022-02-23 15:29:00,Trailing
2022-02-23,NIFTY24FEB2216950CE,SELL,150,250.0,300.0,2022-02-23 09:15:00,160.15,Yes,13477.5,2022-02-23 15:29:00,Trailing
2022-02-23,NIFTY24FEB2216950PE,SELL,150,84.65,101.58,2022-02-23 09:15:00,41.0,Yes,6547.5,2022-02-23 15:29:00,Trailing
2022-02-23,DAILY_TOTAL,,900,880.5,1056.6,,671.35,,31372.5,,Trailing
2022-02-24,NIFTY24FEB2216700CE,SELL,150,55.0,66.0,2022-02-24 09:15:00,29.6,Yes,3810.0,2022-02-24 09:48:00,
2022-02-24,NIFTY24FEB2216700PE,SELL,150,150.3,180.36,2022-02-24 09:15:00,263.45,Yes,-16972.5,2022-02-24 09:48:00,
2022-02-24,NIFTY24FEB2216900CE,SELL,150,50.4,60.48,2022-02-24 09:15:00,8.0,Yes,6360.0,2022-02-24 09:48:00,
2022-02-24,NIFTY24FEB2216900PE,SELL,150,315.45,378.53999999999996,2022-02-24 09:15:00,442.7,Yes,-19087.5,2022-02-24 09:48:00,
2022-02-24,NIFTY24FEB2216500CE,SELL,150,149.95,179.93999999999997,2022-02-24 09:15:00,90.9,Yes,8857.5,2022-02-24 09:48:00,
2022-02-24,NIFTY24FEB2216500PE,SELL,150,60.1,72.12,2022-02-24 09:15:00,124.9,Yes,-9720.0,2022-02-24 09:48:00,Trailing
2022-02-24,DAILY_TOTAL,,900,781.2,937.44,,959.55,,-26752.5,,Trailing
2022-02-28,NIFTY03MAR2216450CE,SELL,150,292.5,351.0,2022-02-28 09:15:00,403.0,Yes,-16575.0,2022-02-28 11:59:00,
2022-02-28,NIFTY03MAR2216450PE,SELL,150,196.05,235.26,2022-02-28 09:15:00,175.0,Yes,3157.5,2022-02-28 11:59:00,
2022-02-28,NIFTY03MAR2216650CE,SELL,150,144.0,172.79999999999998,2022-02-28 09:15:00,268.05,Yes,-18607.5,2022-02-28 11:59:00,
2022-02-28,NIFTY03MAR2216650PE,SELL,150,270.0,324.0,2022-02-28 09:15:00,240.75,Yes,4387.5,2022-02-28 11:59:00,
2022-02-28,NIFTY03MAR2216250CE,SELL,150,401.05,481.26,2022-02-28 09:15:00,557.05,Yes,-23400.0,2022-02-28 11:59:00,
2022-02-28,NIFTY03MAR2216250PE,SELL,150,171.95,206.33999999999997,2022-02-28 09:15:00,126.9,Yes,6757.5,2022-02-28 11:59:00,Trailing
2022-02-28,DAILY_TOTAL,,900,1475.55,1770.66,,1770.75,,-44280.0,,Trailing
2022-02-25,NIFTY03MAR2216600CE,SELL,150,173.0,207.6,2022-02-25 09:15:00,275.0,Yes,-15300.0,2022-02-25 15:29:00,Trailing
2022-02-25,NIFTY03MAR2216600PE,SELL,150,339.55,407.46,2022-02-25 09:15:00,215.0,Yes,18682.5,2022-02-25 15:29:00,Trailing
2022-02-25,NIFTY03MAR2216800CE,SELL,150,186.0,223.2,2022-02-25 09:15:00,158.5,Yes,4125.0,2022-02-25 15:29:00,Trailing
2022-02-25,NIFTY03MAR2216800PE,SELL,150,448.65,538.38,2022-02-25 09:15:00,307.2,Yes,21217.5,2022-02-25 15:29:00,Trailing
2022-02-25,NIFTY03MAR2216400CE,SELL,150,317.0,380.4,2022-02-25 09:15:00,401.0,Yes,-12600.0,2022-02-25 15:29:00,Trailing
2022-02-25,NIFTY03MAR2216400PE,SELL,150,200.0,240.0,2022-02-25 09:15:00,152.0,Yes,7200.0,2022-02-25 15:29:00,Trailing
2022-02-25,DAILY_TOTAL,,900,1664.2,1997.04,,1508.7,,23325.0,,Trailing
2022-03-02,NIFTY03MAR2216600CE,SELL,150,200.0,240.0,2022-03-02 09:15:00,160.05,Yes,5992.5,2022-03-02 15:29:00,Trailing
2022-03-02,NIFTY03MAR2216600PE,SELL,150,240.0,288.0,2022-03-02 09:15:00,146.0,Yes,14100.0,2022-03-02 15:29:00,Trailing
2022-03-02,NIFTY03MAR2216800CE,SELL,150,109.95,131.94,2022-03-02 09:15:00,64.0,Yes,6892.5,2022-03-02 15:29:00,Trailing
2022-03-02,NIFTY03MAR2216800PE,SELL,150,290.0,348.0,2022-03-02 09:15:00,240.0,Yes,7500.0,2022-03-02 15:29:00,Trailing
2022-03-02,NIFTY03MAR2216400CE,SELL,150,306.6,367.92,2022-03-02 09:15:00,303.0,Yes,540.0,2022-03-02 15:29:00,Trailing
2022-03-02,NIFTY03MAR2216400PE,SELL,150,118.0,141.6,2022-03-02 09:15:00,84.55,Yes,5017.5,2022-03-02 15:29:00,Trailing
2022-03-02,DAILY_TOTAL,,900,1264.55,1517.46,,997.6,,40042.5,,Trailing
2022-03-04,NIFTY10MAR2216300CE,SELL,150,275.0,330.0,2022-03-04 09:15:00,214.0,Yes,9150.0,2022-03-04 15:29:00,Trailing
2022-03-04,NIFTY10MAR2216300PE,SELL,150,240.0,288.0,2022-03-04 09:15:00,262.45,Yes,-3367.5,2022-03-04 15:29:00,Trailing
2022-03-04,NIFTY10MAR2216500CE,SELL,150,150.0,180.0,2022-03-04 09:15:00,123.3,Yes,4005.0,2022-03-04 15:29:00,Trailing
2022-03-04,NIFTY10MAR2216500PE,SELL,150,374.7,449.64,2022-03-04 09:15:00,370.95,Yes,562.5,2022-03-04 15:29:00,Trailing
2022-03-04,NIFTY10MAR2216100CE,SELL,150,418.25,501.9,2022-03-04 09:15:00,326.25,Yes,13800.0,2022-03-04 15:29:00,Trailing
2022-03-04,NIFTY10MAR2216100PE,SELL,150,183.85,220.61999999999998,2022-03-04 09:15:00,180.25,Yes,540.0,2022-03-04 15:29:00,Trailing
2022-03-04,DAILY_TOTAL,,900,1641.8,1970.16,,1477.2,,24690.0,,Trailing
2022-03-03,NIFTY03MAR2216700CE,SELL,150,122.0,146.4,2022-03-03 09:15:00,0.05,Yes,18292.5,2022-03-03 15:28:00,Trailing
2022-03-03,NIFTY03MAR2216700PE,SELL,150,125.75,150.9,2022-03-03 09:15:00,201.2,Yes,-11317.5,2022-03-03 15:28:00,Trailing
2022-03-03,NIFTY03MAR2216900CE,SELL,150,20.0,24.0,2022-03-03 09:15:00,0.1,Yes,2985.0,2022-03-03 15:28:00,Trailing
2022-03-03,NIFTY03MAR2216900PE,SELL,150,218.2,261.84,2022-03-03 09:15:00,400.9,Yes,-27405.0,2022-03-03 15:28:00,Trailing
2022-03-03,NIFTY03MAR2216500CE,SELL,150,250.0,300.0,2022-03-03 09:15:00,0.15,Yes,37477.5,2022-03-03 15:28:00,Trailing
2022-03-03,NIFTY03MAR2216500PE,SELL,150,49.95,59.94,2022-03-03 09:15:00,1.8,Yes,7222.5,2022-03-03 15:28:00,Trailing
2022-03-03,DAILY_TOTAL,,900,785.9,943.08,,604.2,,27255.0,,Trailing
2022-03-07,NIFTY10MAR2215850CE,SELL,150,233.85,280.62,2022-03-07 09:15:00,244.95,Yes,-1665.0,2022-03-07 15:24:00,Trailing
2022-03-07,NIFTY10MAR2215850PE,SELL,150,197.75,237.29999999999998,2022-03-07 09:15:00,210.0,Yes,-1837.5,2022-03-07 15:24:00,Trailing
2022-03-07,NIFTY10MAR2216050CE,SELL,150,156.75,188.1,2022-03-07 09:15:00,145.6,Yes,1672.5,2022-03-07 15:24:00,Trailing
2022-03-07,NIFTY10MAR2216050PE,SELL,150,300.0,360.0,2022-03-07 09:15:00,308.9,Yes,-1335.0,2022-03-07 15:24:00,Trailing
2022-03-07,NIFTY10MAR2215650CE,SELL,150,386.3,463.56,2022-03-07 09:15:00,363.75,Yes,3382.5,2022-03-07 15:24:00,Trailing
2022-03-07,NIFTY10MAR2215650PE,SELL,150,105.0,126.0,2022-03-07 09:15:00,137.6,Yes,-4890.0,2022-03-07 15:24:00,Trailing
2022-03-07,DAILY_TOTAL,,900,1379.65,1655.58,,1410.8,,-4672.5,,Trailing
2022-03-09,NIFTY10MAR2216050CE,SELL,150,158.05,189.66,2022-03-09 09:15:00,347.95,Yes,-28485.0,2022-03-09 15:26:00,Trailing
2022-03-09,NIFTY10MAR2216050PE,SELL,150,184.35,221.22,2022-03-09 09:15:00,33.85,Yes,22575.0,2022-03-09 15:26:00,Trailing
2022-03-09,NIFTY10MAR2216250CE,SELL,150,77.25,92.7,2022-03-09 09:15:00,188.25,Yes,-16650.0,2022-03-09 15:26:00,Trailing
2022-03-09,NIFTY10MAR2216250PE,SELL,150,302.05,362.46,2022-03-09 09:15:00,74.75,Yes,34095.0,2022-03-09 15:26:00,Trailing
2022-03-09,NIFTY10MAR2215850CE,SELL,150,258.45,310.14,2022-03-09 09:15:00,525.65,Yes,-40080.0,2022-03-09 15:26:00,Trailing
2022-03-09,NIFTY10MAR2215850PE,SELL,150,98.25,117.89999999999999,2022-03-09 09:15:00,15.6,Yes,12397.5,2022-03-09 15:26:00,Trailing
2022-03-09,DAILY_TOTAL,,900,1078.4,1294.08,,1186.05,,-16147.5,,Trailing
2022-03-08,NIFTY10MAR2215800CE,SELL,150,200.0,240.0,2022-03-08 09:15:00,303.0,Yes,-15450.0,2022-03-08 15:29:00,Trailing
2022-03-08,NIFTY10MAR2215800PE,SELL,150,260.0,312.0,2022-03-08 09:15:00,96.25,Yes,24562.5,2022-03-08 15:29:00,Trailing
2022-03-08,NIFTY10MAR2216000CE,SELL,150,129.9,155.88,2022-03-08 09:15:00,180.0,Yes,-7515.0,2022-03-08 15:29:00,Trailing
2022-03-08,NIFTY10MAR2216000PE,SELL,150,374.4,449.28,2022-03-08 09:15:00,175.0,Yes,29910.0,2022-03-08 15:29:00,Trailing
2022-03-08,NIFTY10MAR2215600CE,SELL,150,311.35,373.62,2022-03-08 09:15:00,456.75,Yes,-21810.0,2022-03-08 15:29:00,Trailing
2022-03-08,NIFTY10MAR2215600PE,SELL,150,150.0,180.0,2022-03-08 09:15:00,51.0,Yes,14850.0,2022-03-08 15:29:00,Trailing
2022-03-08,DAILY_TOTAL,,900,1425.65,1710.78,,1262.0,,24547.5,,Trailing
2022-03-10,NIFTY10MAR2216700CE,SELL,150,68.0,81.6,2022-03-10 09:15:00,0.05,Yes,10192.5,2022-03-10 15:29:00,Trailing
2022-03-10,NIFTY10MAR2216700PE,SELL,150,102.2,122.64,2022-03-10 09:15:00,105.5,Yes,-495.0,2022-03-10 15:29:00,Trailing
2022-03-10,NIFTY10MAR2216900CE,SELL,150,22.25,26.7,2022-03-10 09:15:00,0.05,Yes,3330.0,2022-03-10 15:29:00,Trailing
2022-03-10,NIFTY10MAR2216900PE,SELL,150,272.05,326.46,2022-03-10 09:15:00,305.1,Yes,-4957.5,2022-03-10 15:29:00,Trailing
2022-03-10,NIFTY10MAR2216500CE,SELL,150,156.25,187.5,2022-03-10 09:15:00,94.3,Yes,9292.5,2022-03-10 15:29:00,Trailing
2022-03-10,NIFTY10MAR2216500PE,SELL,150,70.0,84.0,2022-03-10 09:15:00,0.05,Yes,10492.5,2022-03-10 15:29:00,Trailing
2022-03-10,DAILY_TOTAL,,900,690.75,828.9,,505.05,,27855.0,,Trailing
2022-03-11,NIFTY17MAR2216550CE,SELL,150,225.0,270.0,2022-03-11 09:15:00,279.85,Yes,-8227.5,2022-03-11 15:07:00,Trailing
2022-03-11,NIFTY17MAR2216550PE,SELL,150,254.15,304.98,2022-03-11 09:15:00,189.8,Yes,9652.5,2022-03-11 15:07:00,Trailing
2022-03-11,NIFTY17MAR2216750CE,SELL,150,156.0,187.2,2022-03-11 09:15:00,169.3,Yes,-1995.0,2022-03-11 15:07:00,Trailing
2022-03-11,NIFTY17MAR2216750PE,SELL,150,450.9,541.0799999999999,2022-03-11 09:15:00,279.85,Yes,25657.5,2022-03-11 15:07:00,Trailing
2022-03-11,NIFTY17MAR2216350CE,SELL,150,339.7,407.64,2022-03-11 09:15:00,416.5,Yes,-11520.0,2022-03-11 15:07:00,Trailing
2022-03-11,NIFTY17MAR2216350PE,SELL,150,229.0,274.8,2022-03-11 09:15:00,127.1,Yes,15285.0,2022-03-11 15:07:00,Trailing
2022-03-11,DAILY_TOTAL,,900,1654.75,1985.7,,1462.4,,28852.5,,Trailing
2022-03-14,NIFTY17MAR2216700CE,SELL,150,169.0,202.79999999999998,2022-03-14 09:15:00,322.0,Yes,-22950.0,2022-03-14 15:30:00,Trailing
2022-03-14,NIFTY17MAR2216700PE,SELL,150,252.05,302.46,2022-03-14 09:15:00,130.0,Yes,18307.5,2022-03-14 15:30:00,Trailing
2022-03-14,NIFTY17MAR2216900CE,SELL,150,91.95,110.34,2022-03-14 09:15:00,196.0,Yes,-15607.5,2022-03-14 15:30:00,Trailing
2022-03-14,NIFTY17MAR2216900PE,SELL,150,378.35,454.02000000000004,2022-03-14 09:15:00,203.6,Yes,26212.5,2022-03-14 15:30:00,Trailing
2022-03-14,NIFTY17MAR2216500CE,SELL,150,278.95,334.73999999999995,2022-03-14 09:15:00,476.9,Yes,-29692.5,2022-03-14 15:30:00,Trailing
2022-03-14,NIFTY17MAR2216500PE,SELL,150,179.95,215.93999999999997,2022-03-14 09:15:00,83.6,Yes,14452.5,2022-03-14 15:30:00,Trailing
2022-03-14,DAILY_TOTAL,,900,1350.25,1620.3,,1412.1,,-9277.5,,Trailing
2022-03-16,NIFTY17MAR2216900CE,SELL,150,105.0,126.0,2022-03-16 09:15:00,173.3,Yes,-10245.0,2022-03-16 15:29:00,Trailing
2022-03-16,NIFTY17MAR2216900PE,SELL,150,182.0,218.4,2022-03-16 09:15:00,93.95,Yes,13207.5,2022-03-16 15:29:00,Trailing
2022-03-16,NIFTY17MAR2217100CE,SELL,150,52.35,62.82,2022-03-16 09:15:00,72.0,Yes,-2947.5,2022-03-16 15:29:00,Trailing
2022-03-16,NIFTY17MAR2217100PE,SELL,150,276.25,331.5,2022-03-16 09:15:00,192.95,Yes,12495.0,2022-03-16 15:29:00,Trailing
2022-03-16,NIFTY17MAR2216700CE,SELL,150,195.55,234.66,2022-03-16 09:15:00,320.0,Yes,-18667.5,2022-03-16 15:29:00,Trailing
2022-03-16,NIFTY17MAR2216700PE,SELL,150,130.0,156.0,2022-03-16 09:15:00,43.0,Yes,13050.0,2022-03-16 15:29:00,Trailing
2022-03-16,DAILY_TOTAL,,900,941.15,1129.38,,895.2,,6892.5,,Trailing
2022-03-15,NIFTY17MAR2216900CE,SELL,150,205.0,246.0,2022-03-15 09:15:00,56.35,Yes,22297.5,2022-03-15 14:26:00,
2022-03-15,NIFTY17MAR2216900PE,SELL,150,199.8,239.76,2022-03-15 09:15:00,403.7,Yes,-30585.0,2022-03-15 14:26:00,
2022-03-15,NIFTY17MAR2217100CE,SELL,150,109.7,131.64,2022-03-15 09:15:00,22.35,Yes,13102.5,2022-03-15 14:26:00,
2022-03-15,NIFTY17MAR2217100PE,SELL,150,320.95,385.14,2022-03-15 09:15:00,570.65,Yes,-37455.0,2022-03-15 14:26:00,
2022-03-15,NIFTY17MAR2216700CE,SELL,150,235.0,282.0,2022-03-15 09:15:00,120.8,Yes,17130.0,2022-03-15 14:26:00,
2022-03-15,NIFTY17MAR2216700PE,SELL,150,121.0,145.2,2022-03-15 09:15:00,267.65,Yes,-21997.5,2022-03-15 14:26:00,Trailing
2022-03-15,DAILY_TOTAL,,900,1191.45,1429.74,,1441.5,,-37507.5,,Trailing
2022-03-17,NIFTY17MAR2217200CE,SELL,150,57.0,68.39999999999999,2022-03-17 09:15:00,87.1,Yes,-4515.0,2022-03-17 15:29:00,Trailing
2022-03-17,NIFTY17MAR2217200PE,SELL,150,99.95,119.94,2022-03-17 09:15:00,0.05,Yes,14985.0,2022-03-17 15:29:00,Trailing
2022-03-17,NIFTY17MAR2217400CE,SELL,150,11.8,14.16,2022-03-17 09:15:00,0.05,Yes,1762.5,2022-03-17 15:29:00,Trailing
2022-03-17,NIFTY17MAR2217400PE,SELL,150,200.6,240.71999999999997,2022-03-17 09:15:00,112.3,Yes,13245.0,2022-03-17 15:29:00,Trailing
2022-03-17,NIFTY17MAR2217000CE,SELL,150,152.0,182.4,2022-03-17 09:15:00,286.7,Yes,-20205.0,2022-03-17 15:29:00,Trailing
2022-03-17,NIFTY17MAR2217000PE,SELL,150,44.5,53.4,2022-03-17 09:15:00,0.05,Yes,6667.5,2022-03-17 15:29:00,Trailing
2022-03-17,DAILY_TOTAL,,900,565.85,679.02,,486.25,,11940.0,,Trailing
2022-03-22,NIFTY24MAR2217100CE,SELL,150,209.95,251.93999999999997,2022-03-22 09:15:00,311.9,Yes,-15292.5,2022-03-22 15:29:00,Trailing
2022-03-22,NIFTY24MAR2217100PE,SELL,150,165.0,198.0,2022-03-22 09:15:00,48.9,Yes,17415.0,2022-03-22 15:29:00,Trailing
2022-03-22,NIFTY24MAR2217300CE,SELL,150,116.0,139.2,2022-03-22 09:15:00,169.1,Yes,-7965.0,2022-03-22 15:29:00,Trailing
2022-03-22,NIFTY24MAR2217300PE,SELL,150,265.05,318.06,2022-03-22 09:15:00,105.5,Yes,23932.5,2022-03-22 15:29:00,Trailing
2022-03-22,NIFTY24MAR2216900CE,SELL,150,339.9,407.87999999999994,2022-03-22 09:15:00,484.8,Yes,-21735.0,2022-03-22 15:29:00,Trailing
2022-03-22,NIFTY24MAR2216900PE,SELL,150,95.0,114.0,2022-03-22 09:15:00,21.0,Yes,11100.0,2022-03-22 15:29:00,Trailing
2022-03-22,DAILY_TOTAL,,900,1190.9,1429.08,,1141.2,,7455.0,,Trailing
2022-03-21,NIFTY24MAR2217300CE,SELL,150,240.0,288.0,2022-03-21 09:15:00,114.0,Yes,18900.0,2022-03-21 15:29:00,Trailing
2022-03-21,NIFTY24MAR2217300PE,SELL,150,197.0,236.39999999999998,2022-03-21 09:15:00,265.0,Yes,-10200.0,2022-03-21 15:29:00,Trailing
2022-03-21,NIFTY24MAR2217500CE,SELL,150,110.0,132.0,2022-03-21 09:15:00,51.5,Yes,8775.0,2022-03-21 15:29:00,Trailing
